Authors	Title	Journal	Abstract	Print Year	DOI	Taxon	Order	Genus (or number of)	Done?	Excluded from data gathering (Introgression line, other misc hit, no quantiative metrics, etc.)	reason for exclusion	Claim introgression happening?	Evidence?	Data type (amplicon, microsat, sanger, WGS, RAD, transcriptome, exome)	Spot-checked
Zarza, E; Faircloth, BC; Tsai, WLE; Bryson, RW; Klicka, J; Mccormack, JE	Hidden histories of gene flow in highland birds revealed with genomic markers	MOLECULAR ECOLOGY	NA	2016	10.1111/mec.13813	Birds	Passeriformes	Aphelocoma	TRUE	FALSE	NA	TRUE	D stats, structure, gene trees	microarray (5060 loci)	TRUE
Zhang, DZ; Song, G; Gao, B; Cheng, YL; Qu, YH; Wu, SY; Shao, SM; Wu, YJ; Alstrom, P; Lei, FM	Genomic differentiation and patterns of gene flow between two long-tailed tit species (Aegithalos)	MOLECULAR ECOLOGY	NA	2017	10.1111/mec.14383	Birds	Passeriformes	Aegithalos	TRUE	TRUE	only given in high/low fst regions	TRUE	Patterson's D, STRUCTURE, gene trees, sequence similarity	RAD (372187 loci)	TRUE
Pulido-Santacruz, P; Aleixo, A; Weir, JT	Genomic data reveal a protracted window of introgression during the diversification of a neotropical woodcreeper radiation	EVOLUTION	NA	NA	10.1111/evo.13902	Birds	Passeriformes	Dendrocincla	TRUE	FALSE	NA	TRUE	Patterson's D, fHom, trees	RAD	TRUE
Lavretsky, P; DaCosta, JM; Sorenson, MD; McCracken, KG; Peters, JL	ddRAD-seq data reveal significant genome-wide population structure and divergent genomic regions that distinguish the mallard and close relatives in North America	MOLECULAR ECOLOGY	NA	2019	10.1111/mec.15091	Birds	Anseriformes	Anas	TRUE	TRUE	f3/f4 stats	TRUE	ADMIXTURE, TreeMix, f4, f3, sequence similarity	RAD (3194 loci)	TRUE
Zhang, DZ; Tang, LF; Cheng, YL; Hao, Y; Xiong, Y; Song, G; Qu, YH; Rheindt, FE; Alstrom, P; Jia, CX; Lei, FM	Ghost Introgression As a Cause of Deep Mitochondrial Divergence in a Bird Species Complex	MOLECULAR BIOLOGY AND EVOLUTION	NA	2019	10.1093/molbev/msz170	Birds	Passeriformes	Phylloscopus	TRUE	FALSE	NA	TRUE	Fst, TreeBeST, dadi, Patterson's D, dXY, RND,	WGS (13257493 snps), mtDNA (13 genes)	TRUE
Zhang, Chunyuan; Lin, Deng; Wang, Yuzhe; Peng, Dezhi; Li, Huifang; Fei, Jing; Chen, Kuanwei; Yang, Ning; Hu, Xiaoxiang; Zhao, Yiqiang; Li, Ning	Widespread introgression in Chinese indigenous chicken breeds from commercial broiler	EVOLUTIONARY APPLICATIONS	Chinese indigenous chickens (CICs) constitute world-renowned genetic resources due to their excellent traits, including early puberty, good meat quality and strong resistance to disease. Unfortunately, the introduction of a large number of commercial chickens in the past two decades has had an adverse effect on CICs. Using the chicken 60 K single nucleotide polymorphism chip, we assessed the genetic diversity and population structure of 1,187 chickens, representing eight Chinese indigenous chicken breeds, two hybrid chicken breeds, two ancestral chicken breeds, two commercial populations and additional red jungle fowl. By investigating haplotype similarity, we found extensive gene introgression from commercial broiler to almost all CICs. Approximately 15% of the genome, on average, of CICs was introgressed, ranging from 0.64% for Tibetan chicken to 21.52% for Huiyang Bearded chicken. Further analysis revealed signals consistent with positive selection in the introgression loci. For the first time, we systematically mapped and quantified introgression from commercial broiler to CICs at the whole genome level. Our data provided a usable resource for chicken genetic diversity, and our findings indicated a dire need for protecting the genetic resources of CICs.	2019	10.1111/eva.12742	Birds	Galliformes	Gallus	TRUE	TRUE	no stats	TRUE	PHYLIP, SMARTPCA, ADMIXTURE, Fst, haplotype similarity, randomness test, SLiM	WGS (46239 snps)	TRUE
Barrera-Guzman, Alfredo O.; Aleixo, Alexandre; Shawkey, Matthew D.; Weir, Jason T.	Hybrid speciation leads to novel male secondary sexual ornamentation of an Amazonian bird	PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA	Hybrid speciation is rare in vertebrates, and reproductive isolation arising from hybridization is infrequently demonstrated. Here, we present evidence supporting a hybrid-speciation event involving the genetic admixture of the snow-capped (Lepidothrix nattereri) and opal-crowned (Lepidothrix iris) manakins of the Amazon basin, leading to the formation of the hybrid species, the golden-crowned manakin (Lepidothrix vilasboasi). We used a genome-wide SNP dataset together with analysis of admixture, population structure, and coalescent modeling to demonstrate that the golden-crowned manakin is genetically an admixture of these species and does not represent a hybrid zone but instead formed through ancient genetic admixture. We used spectrophotometry to quantify the coloration of the species-specific male crown patches. Crown patches are highly reflective white (snow-capped manakin) or iridescent whitish-blue to pink (opal-crowned manakin) in parental species but are a much less reflective yellow in the hybrid species. The brilliant coloration of the parental species results from nanostructural organization of the keratin matrix feather barbs of the crown. However, using electron microscopy, we demonstrate that the structural organization of this matrix is different in the two parental species and that the hybrid species is intermediate. The intermediate nature of the crown barbs, resulting from past admixture appears to have rendered a duller structural coloration. To compensate for reduced brightness, selection apparently resulted in extensive thickening of the carotenoid-laden barb cortex, producing the yellow crown coloration. The evolution of this unique crown-color signal likely culminated in premating isolation of the hybrid species from both parental species	2018	10.1073/pnas.1717319115	Birds	Passeriformes	Lepidothrix	TRUE	TRUE	no stats	TRUE	PCoA, STRUCTURE, fineRADstructure, SplitsTree, Fst, FASTSIMCOAL2	GBS (dataset 1: 16281 snps/dataset 2: 7394 snps/dataset 3: 10298snps), mtDNA (1 gene)	TRUE
Billerman, Shawn M.; Cicero, Carla; Bowie, Rauri C. K.; Carling, Matthew D.	Phenotypic and genetic introgression across a moving woodpecker hybrid zone	MOLECULAR ECOLOGY	In hybrid zones in which two divergent taxa come into secondary contact and interbreed, selection can maintain phenotypic diversity despite widespread genetic introgression. Red-br easted (Sphyrapicus ruber) and red-naped (S. nuchalis) sapsuckers meet and hybridi ze along a narrow contact zone that stretches from northern California to southern British Columbia. We found strong evidence for changes in the structure of thi s hybrid zone across time, with significant temporal shifts in allele frequencies and in the proportions of parental phenotypes across the landscape. In addition to these shifts, we found that differences in plumage predict genetic differences (R-2 = 0.80), suggesting that plumage is a useful proxy for assessing ancestry. We also found a significant bimodal distribution of hybrids across the contact zone, suggesting that premating barriers may be driving reproductive isolation, perhaps as a result of assortative mating based on plumage differences. However, despite evidence of selecti on and strong patterns of population structure between parental samples, we found only weak patterns of genetic divergence. Using museum specimens and genomic data, this study of sapsuckers provides insight into the ways in which phenotypic and genetic structure have changed over a 40-year period, as well as insight into the mechanisms that may contribute to the maintenance of the hybrid zone over time.	2019	10.1111/mec.15043	Birds	Piciformes	Sphyrapicus	TRUE	TRUE	no stats	TRUE	Fst, dXY,  STRUCTURE, PCA, morphological data	GBS (13832 snps)	TRUE
Schmidt, Kari L.; Aardema, Matthew L.; Amato, George	Genetic analysis reveals strong phylogeographical divergences within the Scarlet Macaw Ara macao	IBIS	Scarlet Macaws Ara macao have the largest geographical distribution of any Neotropical psittacine, occupying a variety of lowland forest habitats from Mexico to Brazil. Two subspecies, Ara macao macao and Ara macao cyanoptera, are currently recognized based on wing chord length and plumage coloration, with formal descriptions suggesting genetic introgression in southern Nicaragua and northern Costa Rica. The present study aimed to investigate the extent of genetic diversification within A. macao by analysing mitochondrial sequence data from contemporary and historical samples. Phylogenetic reconstruction and population aggregation analysis confirmed two distinct phylogeographical groups, with a high degree of intraspecific genetic structure and no evidence of a putative hybrid zone. Whole mitochondrial genome sequencing further confirmed substantial divergence (similar to 1.8%) between the cyanoptera and macao lineages. These results demonstrate a separation of A. macao into two distinct evolutionary entities and highlight a non-uniform distribution of intraspecific diversity, suggesting current conservation designations may warrant re-evaluation.	NA	10.1111/ibi.12760	Birds	Psitacciformes	Ara	TRUE	TRUE	no stats	TRUE	PARTITIONFINDER, MRBAYES, RAxML, haplotype similarity, PAA	mtDNA (4 genes)	TRUE
Barbanera, F; Negro, JJ; Di Giuseppe, G; Bertoncini, F; Cappelli, F; Dini, F	Analysis of the genetic structure of red-legged partridge (Alectoris rufa, Galliformes) populations by means of mitochondrial DNA and RAPD markers: a study from central Italy	BIOLOGICAL CONSERVATION	The strong hunting pressure on the red-legged partridge, Alectoris rufa, warranted its inclusion into the list of species of European conservation concern. During the last decades, restocking plans with farmed specimens have counterbalanced the hunting drawings from wild populations. Our concern was the study of A. rufa in the easternmost part of its range, the central Italy, to gain insights into the effects of this compensation practice on the genetic structure of its populations. Partridges from both a geographically isolated, long-time protected, wild population (Pianosa island, Tuscan Archipelago National Park) and two Tuscan farms (Bieri and Scarlino) were investigated. All the specimens were very similar in outward appearance, looking much like to A. rufa. Ninety-six sequences of both Cytochrome b and D-loop Control Region of mitochondrial DNA (mtDNA) were analysed to get evidence of ancestry at the population level, whereas, the Random Amplified Polymorphic DNA (RAPD) technique was employed to get fingerprinting at the individual level. Pianosa and Bieri populations showed both the A. rufa and Alectoris chukar mtDNA lineages, whereas the Scarlino one only the A. rufa-mtDNA line. However, a spread overall pattern of A. rufa x A. chukar hybridisation among specimens, whatever their mtDNA lineage could result to be, was disclosed by means of RAPD species-specific markers. This is the first genetically documented record of the A. rufa x A. chukar hybrids. The occurrence of the pure, native A. rufa genome in the easternmost part of the species' geographical range may be guessed to be virtual. (C) 2004 Elsevier Ltd. All rights reserved.	2005	10.1016/j.biocon.2004.07.017	Birds	Galliformes	Alectoris	TRUE	TRUE	no stats	TRUE	PUAP, morphological data	mtDNA (2 genes)	TRUE
